paper_table,experiment,model,dataset,task,metric,paper_value,reproduced_value,absolute_delta,relative_delta,seed,checkpoint,status,notes
Table 3,official_source_vanilla_qwen2_5_omni_3b_clotho_t2t_public_code_default_seed0,Qwen2.5-Omni-3B,Clotho,T2T,R@10,57.07,59.04306220095694,1.973062,3.457267,42,base-only:Qwen/Qwen2.5-Omni-3B@f75b40e3da2003cdd6e1829b1f420ca70797c34e#model-lock-sha256=9c73f0489ffcbc41b4126d2c2329569dd0f4c58ac8c13207aa41257f266a84e2,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_vanilla_qwen2_5_omni_7b_clotho_t2t_all_captions_sensitivity,Qwen2.5-Omni-7B,Clotho,T2T,R@1,40.23,39.406699,0.823301,-2.046485,42,base-only:Qwen/Qwen2.5-Omni-7B@ae9e1690543ffd5c0221dc27f79834d0294cba00#model-lock-sha256=92173cfc0615841f8300b4e03a8954af339635de0b791b94c2d049eb2d8638ef,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_vanilla_qwen2_5_omni_7b_clotho_t2t_all_captions_sensitivity,Qwen2.5-Omni-7B,Clotho,T2T,R@5,54.26,52.976077,1.283923,-2.366242,42,base-only:Qwen/Qwen2.5-Omni-7B@ae9e1690543ffd5c0221dc27f79834d0294cba00#model-lock-sha256=92173cfc0615841f8300b4e03a8954af339635de0b791b94c2d049eb2d8638ef,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_vanilla_qwen2_5_omni_7b_clotho_t2t_all_captions_sensitivity,Qwen2.5-Omni-7B,Clotho,T2T,R@10,60.27,59.100478,1.169522,-1.940471,42,base-only:Qwen/Qwen2.5-Omni-7B@ae9e1690543ffd5c0221dc27f79834d0294cba00#model-lock-sha256=92173cfc0615841f8300b4e03a8954af339635de0b791b94c2d049eb2d8638ef,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_vanilla_qwen2_5_omni_7b_clotho_t2t_public_code_default_seed0,Qwen2.5-Omni-7B,Clotho,T2T,R@1,40.23,40.76555,0.53555,1.33122,42,base-only:Qwen/Qwen2.5-Omni-7B@ae9e1690543ffd5c0221dc27f79834d0294cba00#model-lock-sha256=92173cfc0615841f8300b4e03a8954af339635de0b791b94c2d049eb2d8638ef,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_vanilla_qwen2_5_omni_7b_clotho_t2t_public_code_default_seed0,Qwen2.5-Omni-7B,Clotho,T2T,R@5,54.26,54.162679,0.097321,-0.17936,42,base-only:Qwen/Qwen2.5-Omni-7B@ae9e1690543ffd5c0221dc27f79834d0294cba00#model-lock-sha256=92173cfc0615841f8300b4e03a8954af339635de0b791b94c2d049eb2d8638ef,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_vanilla_qwen2_5_omni_7b_clotho_t2t_public_code_default_seed0,Qwen2.5-Omni-7B,Clotho,T2T,R@10,60.27,59.808612,0.461388,-0.765535,42,base-only:Qwen/Qwen2.5-Omni-7B@ae9e1690543ffd5c0221dc27f79834d0294cba00#model-lock-sha256=92173cfc0615841f8300b4e03a8954af339635de0b791b94c2d049eb2d8638ef,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 5,oea_qwen3b_clotho_a100_efficiency_strict_paper_protocol,OEA-Qwen3B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,Audio encoding (ms/clip),539.3,,,,,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,blocked,"[unit=milliseconds] [MISSING] PAPER does not publish the timing boundary. The completed same-GPU controlled run measured 273.206701 ms end-to-end, but that value is not promoted to the strict Table 5 protocol."
Table 5,oea_qwen3b_clotho_a100_efficiency_strict_paper_protocol,OEA-Qwen3B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,Text encoding (ms/query),2.60,,,,,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,blocked,"[unit=milliseconds] [MISSING] PAPER does not publish the timing boundary. The completed same-GPU controlled run measured 46.638122 ms end-to-end, but that value is not promoted to the strict Table 5 protocol."
Table 5,oea_qwen3b_clotho_a100_efficiency_strict_paper_protocol,OEA-Qwen3B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,Peak GPU memory (GB),11.6,,,,,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,blocked,"[unit=gigabytes] [MISSING] PAPER does not define allocated versus reserved peak memory, model-load inclusion, or decimal GB versus GiB. The controlled readings remain in the audit and are not selectively mapped to Table 5."
Table 5,oea_qwen3b_clotho_a100_efficiency_strict_paper_protocol,OEA-Qwen3B,"Clotho (1,045 clips; A100-SXM4-80GB)",Inference efficiency,Trainable parameters (M),16.2,,,,,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,blocked,[unit=million_parameters] [MISSING] PAPER does not publish its trainable-parameter counting procedure or training code. The released checkpoint has 14.71488M measured LoRA-plus-head parameters versus PAPER's 16.2M.
Table 12,oea_nemo3b_cl_clotho_uiq_question_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Question T2A,R@1,23.44,23.636363636363637,0.196364,0.837729,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released Question UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.196364 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 12,oea_nemo3b_cl_clotho_uiq_question_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Question T2A,R@5,50.62,50.8133971291866,0.193397,0.382057,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released Question UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.193397 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 12,oea_nemo3b_cl_clotho_uiq_question_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Question T2A,R@10,63.73,63.92344497607656,0.193445,0.303538,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released Question UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.193445 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 12,oea_qwen3b_cl_clotho_uiq_question_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Question T2A,R@1,25.74,25.837320574162682,0.097321,0.378091,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released Question UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.097321 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 12,oea_qwen3b_cl_clotho_uiq_question_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Question T2A,R@5,54.26,54.066985645933016,0.193014,-0.355721,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released Question UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.193014 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 12,oea_qwen3b_cl_clotho_uiq_question_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Question T2A,R@10,66.79,66.60287081339713,0.187129,-0.280175,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released Question UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.187129 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 12,oea_qwen3b_clotho_uiq_question_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Question T2A,R@1,21.34,21.5311004784689,0.1911,0.895504,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released Question UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.191100 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 12,oea_qwen3b_clotho_uiq_question_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Question T2A,R@5,44.11,44.49760765550239,0.387608,0.87873,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released Question UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.387608 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 12,oea_qwen3b_clotho_uiq_question_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Question T2A,R@10,59.71,59.52153110047846,0.188469,-0.31564,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released Question UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.188469 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 12,official_source_laion_clap_clotho_question_released_uiq,LAION-CLAP,Clotho,UIQ Question T2A,R@1,16.17,18.373206,2.203206,13.625269,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Question UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 12,official_source_laion_clap_clotho_question_released_uiq,LAION-CLAP,Clotho,UIQ Question T2A,R@5,39.33,43.157895,3.827895,9.732761,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Question UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 12,official_source_laion_clap_clotho_question_released_uiq,LAION-CLAP,Clotho,UIQ Question T2A,R@10,53.30,57.990431,4.690431,8.800058,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Question UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 12,official_source_m2d_clap_clotho_question_released_uiq,M2D-CLAP,Clotho,UIQ Question T2A,R@1,20.00,18.755981,1.244019,-6.220095,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released Question UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not an exact paper-protocol reproduction."
Table 12,official_source_m2d_clap_clotho_question_released_uiq,M2D-CLAP,Clotho,UIQ Question T2A,R@5,46.60,45.07177,1.52823,-3.279464,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released Question UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not an exact paper-protocol reproduction."
Table 12,official_source_m2d_clap_clotho_question_released_uiq,M2D-CLAP,Clotho,UIQ Question T2A,R@10,58.66,57.22488,1.43512,-2.446505,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released Question UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not an exact paper-protocol reproduction."
Table 12,official_source_mga_clap_clotho_question_released_uiq,MGA-CLAP,Clotho,UIQ Question T2A,R@1,18.18,21.052632,2.872632,15.801056,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Question UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 12,official_source_mga_clap_clotho_question_released_uiq,MGA-CLAP,Clotho,UIQ Question T2A,R@5,44.98,48.325359,3.345359,7.437437,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Question UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 12,official_source_mga_clap_clotho_question_released_uiq,MGA-CLAP,Clotho,UIQ Question T2A,R@10,57.70,62.77512,5.07512,8.795702,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Question UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 12,official_source_oea_nemo3b_ac_clotho_uiq_question_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Question T2A,R@1,19.81,18.947368421052634,0.862632,-4.354526,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released Question UIQ queries use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 12,official_source_oea_nemo3b_ac_clotho_uiq_question_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Question T2A,R@5,43.54,43.63636363636363,0.096364,0.221322,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released Question UIQ queries use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 12,official_source_oea_nemo3b_ac_clotho_uiq_question_released_canonical_id,OEA-Nemo3B,Clotho,UIQ Question T2A,R@10,57.61,56.36363636363636,1.246364,-2.16345,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,[unit=percent] [CODE][OBSERVED] Released Question UIQ queries use exact canonical Clotho target IDs with the official OEA loading path and official metric source.
Table 13,oea_nemo3b_cl_clotho_uiq_imperative_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Imperative T2A,R@1,24.02,24.019138755980862,0.000861,-0.003586,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released Imperative UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.000861 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 13,oea_nemo3b_cl_clotho_uiq_imperative_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Imperative T2A,R@5,51.29,51.100478468899524,0.189522,-0.36951,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released Imperative UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.189522 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 13,oea_nemo3b_cl_clotho_uiq_imperative_released_canonical_id,OEA-Nemo3B (+Cl),Clotho,UIQ Imperative T2A,R@10,64.69,64.97607655502392,0.286077,0.442227,42,JudeJiwoo/OEA-Nemo3B-Cl@9588912298afca0b11f5895b864ae28083f35022/step_450_best_inference_only.pt#sha256:2a5bee9039a28c0028cf205d1e2f4302fda540dd913f4cc1b08301edfc6680c4,close,"[unit=percent] [CODE] Released Imperative UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.286077 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 13,oea_qwen3b_cl_clotho_uiq_imperative_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Imperative T2A,R@1,25.45,25.837320574162682,0.387321,1.521888,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released Imperative UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.387321 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 13,oea_qwen3b_cl_clotho_uiq_imperative_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Imperative T2A,R@5,55.69,55.69377990430622,0.00378,0.006787,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released Imperative UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.003780 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 13,oea_qwen3b_cl_clotho_uiq_imperative_released_canonical_id,OEA-Qwen3B (+Cl),Clotho,UIQ Imperative T2A,R@10,67.56,66.98564593301435,0.574354,-0.850139,42,JudeJiwoo/OEA-Qwen3B-Cl@54ccd008d4a1340d2a1f8edcd5dd0e82c61367a4/step_40_inference_only.pt#sha256:f084bf3c3ad645809e4c7e22cf148caef788cb96c019729576b881291268432a,close,"[unit=percent] [CODE] Released Imperative UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.574354 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 13,oea_qwen3b_clotho_uiq_imperative_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Imperative T2A,R@1,22.30,22.48803827751196,0.188038,0.843221,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released Imperative UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.188038 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 13,oea_qwen3b_clotho_uiq_imperative_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Imperative T2A,R@5,46.12,46.2200956937799,0.100096,0.217033,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released Imperative UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.100096 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 13,oea_qwen3b_clotho_uiq_imperative_released_canonical_id,OEA-Qwen3B,Clotho,UIQ Imperative T2A,R@10,59.33,59.13875598086125,0.191244,-0.322339,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,"[unit=percent] [CODE] Released Imperative UIQ queries use exact canonical Clotho target IDs. Absolute delta is 0.191244 percentage points. The public-code audio candidate bank omits the passage: prefix stated by PAPER, so this is not labeled a strict paper-protocol reproduction."
Table 13,official_source_laion_clap_clotho_imperative_released_uiq,LAION-CLAP,Clotho,UIQ Imperative T2A,R@1,14.45,17.033493,2.583493,17.878844,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Imperative UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 13,official_source_laion_clap_clotho_imperative_released_uiq,LAION-CLAP,Clotho,UIQ Imperative T2A,R@5,37.99,42.679426,4.689426,12.343843,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Imperative UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 13,official_source_laion_clap_clotho_imperative_released_uiq,LAION-CLAP,Clotho,UIQ Imperative T2A,R@10,51.29,56.172249,4.882249,9.51891,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Imperative UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 13,official_source_m2d_clap_clotho_imperative_released_uiq,M2D-CLAP,Clotho,UIQ Imperative T2A,R@1,20.29,19.712919,0.577081,-2.844165,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released Imperative UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not an exact paper-protocol reproduction."
Table 13,official_source_m2d_clap_clotho_imperative_released_uiq,M2D-CLAP,Clotho,UIQ Imperative T2A,R@5,46.22,46.028708,0.191292,-0.413873,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released Imperative UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not an exact paper-protocol reproduction."
Table 13,official_source_m2d_clap_clotho_imperative_released_uiq,M2D-CLAP,Clotho,UIQ Imperative T2A,R@10,60.00,59.043062,0.956938,-1.594897,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Released Imperative UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code result is close but not an exact paper-protocol reproduction."
Table 13,official_source_mga_clap_clotho_imperative_released_uiq,MGA-CLAP,Clotho,UIQ Imperative T2A,R@1,17.99,22.296651,4.306651,23.939138,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Imperative UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
Table 13,official_source_mga_clap_clotho_imperative_released_uiq,MGA-CLAP,Clotho,UIQ Imperative T2A,R@5,44.59,48.61244,4.02244,9.020946,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,trend_reproduced,"[unit=percent] [CODE][OBSERVED] Released Imperative UIQ over the canonical 1,045-audio Clotho candidate bank. The controlled public-code value is retained despite its positive PAPER delta; strict baseline UIQ preprocessing is not published."
